,full_name,selling_price,new_price,year,seller_type,km_driven,owner_type,fuel_type,transmission_type,mileage,engine,max_power,seats
12531,Skoda Rapid 1.5 TDI Ambition With Alloy Wheel,4.5 Lakh*,,2015,Individual,"32,000 kms",First Owner,Diesel,Manual,Mileage21.14 kmpl,Engine1498 CC,Max Power103.52 bhp,Seats5
12532,Maruti Ciaz Alpha Diesel,7.1 Lakh*,,2017,Dealer,"64,000 kms",First Owner,Diesel,Manual,Mileage28.09 kmpl,Engine1248 CC,Max Power88.50 bhp,Seats5
12533,Honda Amaze S i-Vtech,4.25 Lakh*,New Car (On-Road Price) : Rs.7.04-9.90 Lakh*,2015,Dealer,"40,000 kms",First Owner,Petrol,Manual,Mileage18.0 kmpl,Engine1198 CC,Max Power86.7 bhp,Seats5
12534,Kia Seltos HTX D,14.5 Lakh*,New Car (On-Road Price) : Rs.12.70-20.91 Lakh*,2020,Dealer,"8,000 kms",First Owner,Diesel,Manual,Mileage20.8 kmpl,Engine1493 CC,Max Power113.4 bhp,Seats5
12535,Maruti Swift VDI,3.6 Lakh*,,2013,Dealer,"58,000 kms",First Owner,Diesel,Manual,Mileage22.9 kmpl,Engine1248 CC,Max Power74 bhp,Seats5
12536,Maruti Swift Dzire VXi,4.35 Lakh*,New Car (On-Road Price) : Rs.6.53-9.95 Lakh*,2014,Dealer,"38,000 kms",First Owner,Petrol,Manual,Mileage17.5 kmpl,Engine1298 CC,Max Power85.8 bhp,Seats5
12537,Maruti Swift VDI BSIV,4.5 Lakh*,,2015,Dealer,"50,168 kms",First Owner,Diesel,Manual,Mileage25.2 kmpl,Engine1248 CC,Max Power74 bhp,Seats5
12538,Renault Duster 110PS Diesel RxL,4.09 Lakh*,,2013,Dealer,"66,733 kms",First Owner,Diesel,Manual,Mileage19.01 kmpl,Engine1461 CC,Max Power108.45 bhp,Seats5
12539,Maruti Swift 1.3 ZXI,1.9 Lakh*,New Car (On-Road Price) : Rs.6.24-9.06 Lakh*,2008,Dealer,"73,000 kms",First Owner,Petrol,Manual,Mileage16.1 kmpl,,,
12540,Mahindra NuvoSport N6,6.35 Lakh*,,2017,Dealer,"10,000 kms",First Owner,Diesel,Manual,Mileage17.45 kmpl,Engine1493 CC,Max Power100 bhp,Seats7
12541,Hyundai Grand i10 Sportz,4.4 Lakh*,New Car (On-Road Price) : Rs.6.48-6.57 Lakh*,2016,Dealer,"6,600 kms",First Owner,Petrol,Manual,Mileage18.9 kmpl,Engine1197 CC,Max Power82 bhp,Seats5
12542,Mahindra TUV 300 T4 Plus,4.9 Lakh*,,2016,Dealer,"65,000 kms",First Owner,Diesel,Manual,Mileage18.49 kmpl,Engine1493 CC,Max Power100 bhp,Seats7
12543,BMW 5 Series 520d Luxury Line,39.9 Lakh*,New Car (On-Road Price) : Rs.73.20-82.67 Lakh*,2018,Dealer,"55,000 kms",First Owner,Diesel,Automatic,Mileage22.48 kmpl,Engine1995 CC,Max Power187.74 bhp,Seats5
12544,Hyundai Verna 1.6 CRDI SX Option,8.25 Lakh*,New Car (On-Road Price) : Rs.13.09-18.29 Lakh*,2017,Dealer,"28,000 kms",First Owner,Diesel,Manual,Mileage23.9 kmpl,Engine1582 CC,Max Power126.2 bhp,Seats5
12545,Toyota Etios GD SP,2.9 Lakh*,,2013,Dealer,"97,797 kms",First Owner,Diesel,Manual,Mileage23.59 kmpl,,,Seats5
12546,Mahindra XUV500 W6 2WD,6.25 Lakh*,New Car (On-Road Price) : Rs.16.54-23.28 Lakh*,2014,Dealer,"58,232 kms",First Owner,Diesel,Manual,Mileage15.1 kmpl,Engine2179 CC,Max Power140 bhp,Seats7
12547,Nissan Terrano XV Premium 110 PS,5.25 Lakh*,,2014,Dealer,"60,000 kms",First Owner,Diesel,Manual,Mileage19.01 kmpl,Engine1461 CC,Max Power108.5 bhp,Seats5
12548,Maruti Celerio ZXI Optional,4.85 Lakh*,New Car (On-Road Price) : Rs.4.97-6.22 Lakh*,2018,Trustmark Dealer,"15,161 kms",First Owner,Petrol,Manual,Mileage21.63 kmpl,Engine998 CC,Max Power67.04 bhp,Seats5
12549,Hyundai Grand i10 CRDi Magna,3.25 Lakh*,,2014,Dealer,"56,000 kms",First Owner,Diesel,Manual,Mileage24.0 kmpl,Engine1120 CC,Max Power70 bhp,Seats5
12550,Maruti Eeco 5 STR With AC Plus HTR CNG,2.95 Lakh*,New Car (On-Road Price) : Rs.5.82 Lakh*,2016,Dealer,"29,000 kms",First Owner,CNG,Manual,Mileage15.1 km/kg,Engine1196 CC,Max Power73 bhp,Seats5
12551,Jaguar XJ 2.0L Portfolio LWB,38.9 Lakh*,,2015,Dealer,"60,000 kms",First Owner,Petrol,Automatic,Mileage9.4 kmpl,Engine1999 CC,Max Power237.36 bhp,Seats5
12552,Maruti Swift VDI,3.53 Lakh*,,2013,Dealer,"73,536 kms",First Owner,Diesel,Manual,Mileage22.9 kmpl,Engine1248 CC,Max Power74 bhp,Seats5
12553,Ford Ecosport 1.5 DV5 MT Titanium,4.6 Lakh*,New Car (On-Road Price) : Rs.10.14-13.79 Lakh*,2013,Dealer,"47,000 kms",First Owner,Diesel,Manual,Mileage22.7 kmpl,Engine1498 CC,Max Power89.84 bhp,Seats5
12554,Mahindra Scorpio Intelli Hybrid S8,9.25 Lakh*,New Car (On-Road Price) : Rs.14.79-19.20 Lakh*,2015,Dealer,"60,000 kms",First Owner,Diesel,Manual,Mileage15.4 kmpl,Engine2179 CC,Max Power120 bhp,Seats7
12555,Volkswagen Jetta 2.0L TDI Highline AT,6.5 Lakh*,,2012,Dealer,"78,000 kms",First Owner,Diesel,Automatic,Mileage16.96 kmpl,Engine1968 CC,Max Power138.1 bhp,Seats5
12556,Hyundai Santa Fe 4WD AT,10.99 Lakh*,,2014,Dealer,"85,000 kms",First Owner,Diesel,Automatic,Mileage13.01 kmpl,Engine2199 CC,Max Power194.3 bhp,Seats7
12557,Renault Duster 110PS Diesel RxZ,4.15 Lakh*,,2013,Dealer,"51,235 kms",First Owner,Diesel,Manual,Mileage19.01 kmpl,Engine1461 CC,Max Power108.45 bhp,Seats5
12558,Hyundai Grand i10 Sportz CNG,4.85 Lakh*,New Car (On-Road Price) : Rs.6.48-6.57 Lakh*,2017,Dealer,"37,500 kms",First Owner,Petrol,Manual,Mileage25.0 kmpl,Engine1197 CC,Max Power82 bhp,Seats5
12559,Mercedes-Benz CLA 200 CDI Sport,24.5 Lakh*,,2017,Dealer,"30,000 kms",First Owner,Diesel,Automatic,Mileage17.9 kmpl,Engine2143 CC,Max Power136 bhp,Seats5
12560,Honda City i DTEC VX,5.5 Lakh*,,2014,Dealer,"59,000 kms",First Owner,Diesel,Manual,Mileage25.1 kmpl,Engine1498 CC,Max Power98.6 bhp,Seats5
12561,Volkswagen Vento 1.5 TDI Highline AT,5.85 Lakh*,,2015,Dealer,"51,000 kms",First Owner,Diesel,Automatic,Mileage22.15 kmpl,Engine1498 CC,Max Power108.6 bhp,Seats5
12562,Volkswagen Polo 2015-2019 GT TSI,5.25 Lakh*,New Car (On-Road Price) : Rs.6.91-11.27 Lakh*,2015,Dealer,"75,000 kms",First Owner,Petrol,Automatic,Mileage17.21 kmpl,Engine1197 CC,Max Power103.5 bhp,Seats5
12563,Mercedes-Benz GL-Class 350 CDI Blue Efficiency,43 Lakh*,,2016,Individual,"35,000 kms",First Owner,Diesel,Automatic,Mileage11.3 kmpl,Engine2987 CC,Max Power254.8 bhp,Seats7
12564,BMW 6 Series GT 620d Luxury Line,58.99 Lakh*,New Car (On-Road Price) : Rs.77.33-89.96 Lakh*,2019,Individual,"2,300 kms",First Owner,Diesel,Automatic,Mileage17.09 kmpl,Engine1995 CC,Max Power188 bhp,Seats4
12565,Hyundai i20 1.2 Magna Executive,5.79 Lakh*,New Car (On-Road Price) : Rs.8.03-13.41 Lakh*,2018,Dealer,"41,000 kms",First Owner,Petrol,Manual,Mileage18.6 kmpl,Engine1197 CC,Max Power81.83 bhp,Seats5
12566,Hyundai Santro Xing GLS,2.5 Lakh*,,2012,Dealer,"40,000 kms",First Owner,Petrol,Manual,Mileage17.92 kmpl,Engine1086 CC,Max Power62.1 bhp,Seats5
12567,Honda City V MT,11.75 Lakh*,New Car (On-Road Price) : Rs.12.68-16.80 Lakh*,2020,Dealer,"4,600 kms",First Owner,Petrol,Manual,Mileage17.8 kmpl,Engine1498 CC,Max Power119.35 bhp,Seats5
12568,Skoda Laura 1.8 TSI Ambiente,3.7 Lakh*,,2011,Dealer,"58,000 kms",First Owner,Petrol,Manual,Mileage13.4 kmpl,Engine1798 CC,Max Power157.8 bhp,Seats5
12569,Skoda Superb Petrol Ambition,4 Lakh*,New Car (On-Road Price) : Rs.35.37-38.27 Lakh*,2010,Dealer,"42,000 kms",First Owner,Petrol,Manual,Mileage13.1 kmpl,Engine1798 CC,Max Power157.8 bhp,Seats5
12570,Maruti Ertiga ZXI,4.95 Lakh*,New Car (On-Road Price) : Rs.8.62-12.06 Lakh*,2013,Dealer,"68,000 kms",First Owner,Petrol,Manual,Mileage16.02 kmpl,Engine1373 CC,Max Power93.7 bhp,Seats7
12571,Honda Civic 1.8 (E) MT,2.45 Lakh*,New Car (On-Road Price) : Rs.20.84-24.63 Lakh*,2009,Dealer,"62,380 kms",First Owner,Petrol,Manual,Mileage13.5 kmpl,Engine1799 CC,Max Power130 bhp,Seats5
12572,Maruti Ritz LDi,2.12 Lakh*,,2012,Dealer,"1,06,559 kms",First Owner,Diesel,Manual,Mileage23.2 kmpl,Engine1248 CC,Max Power73.94 bhp,Seats5
12573,Hyundai Grand i10 Asta,5 Lakh*,New Car (On-Road Price) : Rs.6.48-6.57 Lakh*,2014,Dealer,"25,000 kms",First Owner,Petrol,Manual,Mileage18.9 kmpl,Engine1197 CC,Max Power82 bhp,Seats5
12574,BMW 3 Series 320d Sport Line,18.9 Lakh*,New Car (On-Road Price) : Rs.50.61-57.25 Lakh*,2015,Dealer,"49,000 kms",First Owner,Diesel,Automatic,Mileage18.88 kmpl,Engine1995 CC,Max Power184 bhp,Seats5
12575,Maruti Swift VXi BSIV,1.85 Lakh*,New Car (On-Road Price) : Rs.6.08-9.07 Lakh*,2006,Dealer,"84,800 kms",First Owner,Petrol,Manual,Mileage16.1 kmpl,Engine1197 CC,Max Power85 bhp,Seats5
12576,Mahindra Scorpio S6 Plus 7 Seater,10 Lakh*,New Car (On-Road Price) : Rs.15.19-19.71 Lakh*,2016,Dealer,"30,000 kms",First Owner,Diesel,Manual,Mileage15.4 kmpl,Engine2179 CC,Max Power120 bhp,Seats7
12577,Mercedes-Benz C-Class 220 CDI AT,12 Lakh*,New Car (On-Road Price) : Rs.51.30-64.08 Lakh*,2013,Dealer,"38,000 kms",First Owner,Diesel,Automatic,Mileage14.84 kmpl,Engine2143 CC,Max Power170 bhp,Seats5
12578,Renault Duster 85PS Diesel RxS,6.8 Lakh*,,2016,Dealer,"64,000 kms",First Owner,Diesel,Manual,Mileage19.87 kmpl,Engine1461 CC,Max Power83.8 bhp,Seats5
12579,Jeep Compass 1.4 Sport,14.5 Lakh*,,2019,Dealer,"28,000 kms",First Owner,Petrol,Manual,Mileage16.0 kmpl,Engine1368 CC,Max Power160 bhp,Seats5
12580,Honda Amaze S i-VTEC,4.95 Lakh*,,2017,Dealer,"32,000 kms",First Owner,Petrol,Manual,Mileage17.8 kmpl,Engine1198 CC,Max Power86.7 bhp,Seats5
12581,Volkswagen Polo GT TSI,7.35 Lakh*,New Car (On-Road Price) : Rs.6.94-11.19 Lakh*,2017,Dealer,"35,000 kms",First Owner,Petrol,Automatic,Mileage17.21 kmpl,Engine1197 CC,Max Power103.6 bhp,Seats5
12582,Maruti SX4 VDI,3 Lakh*,,2013,Dealer,"82,200 kms",First Owner,Diesel,Manual,Mileage21.5 kmpl,Engine1248 CC,Max Power88.8 bhp,Seats5
12583,Audi Q7 2006-2020 35 TDI Quattro Premium Plus,47 Lakh*,New Car (On-Road Price) : Rs.80.60 Lakh*,2017,Dealer,"71,000 kms",First Owner,Diesel,Automatic,Mileage12.07 kmpl,Engine2967 CC,Max Power241.4 bhp,Seats7
12584,Honda Amaze S i-Vtech,3.9 Lakh*,New Car (On-Road Price) : Rs.7.04-9.90 Lakh*,2015,Individual,"42,000 kms",First Owner,Petrol,Manual,Mileage18.0 kmpl,Engine1198 CC,Max Power86.7 bhp,Seats5
12585,Maruti Baleno Delta 1.2,5 Lakh*,New Car (On-Road Price) : Rs.6.77-10.55 Lakh*,2017,Individual,"70,000 kms",First Owner,Petrol,Manual,Mileage21.4 kmpl,Engine1197 CC,Max Power83.1 bhp,Seats5
12586,Mercedes-Benz GLS 2016-2020 400 4MATIC,70 Lakh*,New Car (On-Road Price) : Rs.1.20 Cr*,2018,Dealer,"28,000 kms",First Owner,Petrol,Automatic,Mileage8.9 kmpl,Engine2996 CC,Max Power333 bhp,Seats7
12587,Ford Ecosport 1.5 DV5 MT Ambiente,4.51 Lakh*,New Car (On-Road Price) : Rs.10.14-13.79 Lakh*,2014,Dealer,"81,360 kms",First Owner,Diesel,Manual,Mileage22.7 kmpl,Engine1498 CC,Max Power89.84 bhp,Seats5
12588,Honda WR-V i-DTEC VX,8.4 Lakh*,New Car (On-Road Price) : Rs.11.19-13.09 Lakh*,2018,Dealer,"33,000 kms",First Owner,Diesel,Manual,Mileage25.5 kmpl,Engine1498 CC,Max Power98.6 bhp,Seats5
12589,Maruti Dzire VXI,6.25 Lakh*,New Car (On-Road Price) : Rs.6.74-10.04 Lakh*,2018,Dealer,"28,000 kms",First Owner,Petrol,Manual,Mileage23.26 kmpl,Engine1197 CC,Max Power88.50 bhp,Seats5
12590,Maruti Swift Dzire LXi,2.5 Lakh*,New Car (On-Road Price) : Rs.6.53-9.95 Lakh*,2011,Dealer,"62,000 kms",First Owner,Petrol,Manual,Mileage17.5 kmpl,Engine1298 CC,Max Power85.8 bhp,Seats5
12591,Hyundai i20 Magna 1.4 CRDi,2.75 Lakh*,,2012,Dealer,"42,000 kms",First Owner,Diesel,Manual,Mileage21.9 kmpl,Engine1396 CC,Max Power90 bhp,Seats5
12592,Maruti Wagon R LXI CNG,3.5 Lakh*,,2017,Dealer,"33,200 kms",First Owner,CNG,Manual,Mileage26.2 km/kg,Engine998 CC,Max Power58.2 bhp,Seats5
12593,Mahindra XUV500 W11 AT BSIV,18 Lakh*,New Car (On-Road Price) : Rs.16.54-23.28 Lakh*,2019,Individual,"25,000 kms",First Owner,Diesel,Automatic,Mileage15.1 kmpl,Engine2179 CC,Max Power152.87 bhp,Seats7
12594,Maruti Baleno Zeta 1.2,5.2 Lakh*,,2015,Dealer,"30,000 kms",First Owner,Petrol,Manual,Mileage21.4 kmpl,Engine1197 CC,Max Power83.1 bhp,Seats5
12595,Maruti Vitara Brezza VDi,7.45 Lakh*,,2018,Dealer,"52,000 kms",First Owner,Diesel,Manual,Mileage24.3 kmpl,Engine1248 CC,Max Power88.5 bhp,Seats5
12596,Maruti Ritz ZDi,3.59 Lakh*,,2013,Dealer,"1,35,880 kms",First Owner,Diesel,Manual,Mileage23.2 kmpl,Engine1248 CC,Max Power73.94 bhp,Seats5
12597,DC Avanti 2.0 L,19.85 Lakh*,,2020,Dealer,"8,700 kms",First Owner,Petrol,Manual,Mileage10.0 kmpl,Engine2000 CC,Max Power250 bhp,Seats2
12598,Mercedes-Benz C-Class 200 CDI Classic,8.99 Lakh*,New Car (On-Road Price) : Rs.51.30-64.08 Lakh*,2012,Dealer,"66,000 kms",First Owner,Diesel,Manual,Mileage15.8 kmpl,Engine2148 CC,Max Power170 bhp,Seats5
12599,Maruti Vitara Brezza VDi Option,6.75 Lakh*,,2017,Dealer,"68,100 kms",First Owner,Diesel,Manual,Mileage24.3 kmpl,Engine1248 CC,Max Power88.5 bhp,Seats5
12600,Maruti Swift Dzire Vdi BSIV,2.65 Lakh*,,2011,Dealer,"62,000 kms",First Owner,Diesel,Manual,Mileage19.3 kmpl,Engine1248 CC,Max Power73.9 bhp,Seats5
12601,Maruti Baleno Zeta Automatic,6.55 Lakh*,New Car (On-Road Price) : Rs.6.52-10.27 Lakh*,2016,Dealer,"47,061 kms",First Owner,Petrol,Automatic,Mileage21.4 kmpl,Engine1197 CC,Max Power83.1 bhp,Seats5
12602,Hyundai Santro Era Executive,4.45 Lakh*,New Car (On-Road Price) : Rs.5.40-7.40 Lakh*,2020,Dealer,"8,268 kms",First Owner,Petrol,Manual,Mileage20.3 kmpl,Engine1086 CC,Max Power68.07 bhp,Seats5
12603,Maruti Celerio VXI,3.75 Lakh*,New Car (On-Road Price) : Rs.4.97-6.22 Lakh*,2016,Dealer,"36,000 kms",First Owner,Petrol,Manual,Mileage23.1 kmpl,Engine998 CC,Max Power67.04 bhp,Seats5
12604,BMW 5 Series 530i,5.5 Lakh*,,2008,Dealer,"59,869 kms",First Owner,Petrol,Automatic,Mileage10.6 kmpl,Engine2996 CC,Max Power258 bhp,Seats5
12605,Renault KWID RXT,2.9 Lakh*,,2017,Dealer,"43,616 kms",First Owner,Petrol,Manual,Mileage25.17 kmpl,Engine799 CC,Max Power53.3 bhp,Seats5
12606,BMW 3 Series 320d Sport Line,12.9 Lakh*,New Car (On-Road Price) : Rs.50.61-57.25 Lakh*,2012,Dealer,"75,000 kms",First Owner,Diesel,Automatic,Mileage18.88 kmpl,Engine1995 CC,Max Power184 bhp,Seats5
12607,Hyundai Verna 1.4 VTVT,5.8 Lakh*,New Car (On-Road Price) : Rs.10.54-16.52 Lakh*,2015,Dealer,"43,000 kms",First Owner,Petrol,Manual,Mileage17.43 kmpl,Engine1396 CC,Max Power105.5 bhp,Seats5
12608,Maruti Baleno Alpha 1.2,5.7 Lakh*,New Car (On-Road Price) : Rs.6.68-10.42 Lakh*,2016,Dealer,"92,000 kms",First Owner,Petrol,Manual,Mileage21.4 kmpl,Engine1197 CC,Max Power83.1 bhp,Seats5
12609,Honda Jazz 1.2 V i VTEC,6.5 Lakh*,New Car (On-Road Price) : Rs.8.51-10.96 Lakh*,2018,Dealer,"45,178 kms",First Owner,Petrol,Manual,Mileage18.7 kmpl,Engine1199 CC,Max Power88.7 bhp,Seats5
12610,Hyundai Grand i10 CRDi Sportz,4.65 Lakh*,,2016,Dealer,"54,000 kms",First Owner,Diesel,Manual,Mileage24.0 kmpl,Engine1120 CC,Max Power70 bhp,Seats5
12611,Honda City 1.5 S MT,4.25 Lakh*,New Car (On-Road Price) : Rs.12.68-16.80 Lakh*,2012,Dealer,"47,000 kms",First Owner,Petrol,Manual,Mileage17.0 kmpl,Engine1497 CC,Max Power118 bhp,Seats5
12612,BMW X1 sDrive20d,8 Lakh*,New Car (On-Road Price) : Rs.49.86-51.48 Lakh*,2012,Dealer,"60,000 kms",First Owner,Diesel,Automatic,Mileage17.05 kmpl,Engine1995 CC,Max Power184 bhp,Seats5
12613,Hyundai Creta 1.6 VTVT SX Plus,9.25 Lakh*,New Car (On-Road Price) : Rs.11.58-20.59 Lakh*,2016,Dealer,"52,000 kms",First Owner,Petrol,Manual,Mileage13.0 kmpl,Engine1591 CC,Max Power121.3 bhp,Seats5
12614,Ford Endeavour 3.2 Titanium AT 4X4,26.5 Lakh*,,2016,Dealer,"50,000 kms",First Owner,Diesel,Automatic,Mileage10.91 kmpl,Engine3198 CC,Max Power197 bhp,Seats7
12615,Volkswagen Polo Petrol Comfortline 1.2L,3.15 Lakh*,New Car (On-Road Price) : Rs.7.00-11.36 Lakh*,2011,Dealer,"62,000 kms",First Owner,Petrol,Manual,Mileage16.47 kmpl,Engine1198 CC,Max Power73.9 bhp,Seats5
12616,Renault Duster 85PS Diesel RxL,4.15 Lakh*,,2013,Dealer,"63,000 kms",First Owner,Diesel,Manual,Mileage20.45 kmpl,Engine1461 CC,Max Power83.8 bhp,Seats5
12617,Toyota Fortuner 3.0 Diesel,8.25 Lakh*,New Car (On-Road Price) : Rs.39.97-46.24 Lakh*,2010,Dealer,"67,000 kms",First Owner,Diesel,Manual,Mileage11.5 kmpl,Engine2982 CC,Max Power171 bhp,Seats7
12618,Ford Ecosport 1.5 DV5 MT Titanium,5.65 Lakh*,New Car (On-Road Price) : Rs.10.14-13.79 Lakh*,2014,Dealer,"65,554 kms",First Owner,Diesel,Manual,Mileage22.7 kmpl,Engine1498 CC,Max Power89.84 bhp,Seats5
12619,Maruti Swift Dzire Tour 2012-2018 LDI,3.41 Lakh*,,2014,Dealer,"75,854 kms",First Owner,Diesel,Manual,Mileage23.4 kmpl,Engine1248 CC,Max Power74 bhp,Seats5
12620,Maruti Swift Dzire VXi AT,6.45 Lakh*,New Car (On-Road Price) : Rs.6.53-9.95 Lakh*,2017,Dealer,"26,000 kms",First Owner,Petrol,Automatic,Mileage18.5 kmpl,Engine1197 CC,Max Power83.14 bhp,Seats5
12621,Honda Accord VTi-L AT,4.25 Lakh*,,2010,Dealer,"62,521 kms",First Owner,Petrol,Automatic,Mileage11.1 kmpl,Engine2354 CC,Max Power142 bhp,Seats5
12622,Hyundai i20 2015-2017 Magna 1.2,4.86 Lakh*,New Car (On-Road Price) : Rs.8.03-13.41 Lakh*,2015,Dealer,"52,000 kms",First Owner,Petrol,Manual,Mileage18.6 kmpl,Engine1197 CC,Max Power81.83 bhp,Seats5
12623,Honda Amaze E Petrol BSIV,5.5 Lakh*,New Car (On-Road Price) : Rs.7.04-9.90 Lakh*,2019,Individual,"35,000 kms",First Owner,Petrol,Manual,Mileage19.5 kmpl,Engine1199 CC,Max Power88.76 bhp,Seats5
12624,Mercedes-Benz GLE Class 250d,38.9 Lakh*,,2016,Dealer,"55,000 kms",First Owner,Diesel,Automatic,Mileage17.9 kmpl,Engine2143 CC,Max Power201.15 bhp,Seats5
12625,Tata Manza Aura (ABS) Quadrajet BS IV,1.84 Lakh*,,2013,Dealer,"58,000 kms",First Owner,Diesel,Manual,Mileage21.12 kmpl,Engine1248 CC,Max Power88.8 bhp,Seats5
12626,Mahindra XUV500 AT W8 1.99 mHawk,11.75 Lakh*,New Car (On-Road Price) : Rs.16.54-23.28 Lakh*,2017,Dealer,"65,000 kms",First Owner,Diesel,Automatic,Mileage16.0 kmpl,Engine1997 CC,Max Power140 bhp,Seats7
12627,Honda Amaze E i-VTEC,5.8 Lakh*,New Car (On-Road Price) : Rs.7.04-9.90 Lakh*,2019,Dealer,"19,000 kms",First Owner,Petrol,Manual,Mileage17.8 kmpl,Engine1198 CC,Max Power86.7 bhp,Seats5
12628,Maruti Swift VDI BSIV,3.65 Lakh*,,2014,Individual,"70,000 kms",First Owner,Diesel,Manual,Mileage25.2 kmpl,Engine1248 CC,Max Power74 bhp,Seats5
12629,Hyundai i20 Magna Optional 1.2,4.99 Lakh*,,2016,Dealer,"29,842 kms",First Owner,Petrol,Manual,Mileage18.5 kmpl,Engine1197 CC,Max Power82.9 bhp,Seats5
12630,Maruti Vitara Brezza ZDi Plus AMT,8.35 Lakh*,,2018,Dealer,"35,000 kms",First Owner,Diesel,Automatic,Mileage24.3 kmpl,Engine1248 CC,Max Power88.5 bhp,Seats5
12631,Datsun redi-GO T Option,2.99 Lakh*,New Car (On-Road Price) : Rs.3.19-5.38 Lakh*,2016,Dealer,"47,000 kms",First Owner,Petrol,Manual,Mileage20.71 kmpl,Engine799 CC,Max Power53.64 bhp,Seats5
12632,Hyundai Grand i10 CRDi Sportz,3.5 Lakh*,,2015,Individual,"1,47,000 kms",First Owner,Diesel,Manual,Mileage24.0 kmpl,Engine1120 CC,Max Power70 bhp,Seats5
12633,Honda City ZX CVT,10.75 Lakh*,New Car (On-Road Price) : Rs.12.68-16.80 Lakh*,2018,Dealer,"26,000 kms",First Owner,Petrol,Automatic,Mileage17.4 kmpl,Engine1497 CC,Max Power117.6 bhp,Seats5
12634,Chevrolet Captiva LTZ VCDi,4.85 Lakh*,,2009,Individual,"60,000 kms",First Owner,Diesel,Automatic,Mileage12.5 kmpl,Engine1991 CC,Max Power147.9 bhp,Seats7
12635,Chevrolet Beat Diesel LT,1.9 Lakh*,,2012,Dealer,"65,000 kms",First Owner,Diesel,Manual,Mileage25.44 kmpl,Engine936 CC,Max Power57.6 bhp,Seats5
12636,Maruti Swift Dzire Tour 2012-2018 LDI,3.25 Lakh*,,2013,Dealer,"78,000 kms",First Owner,Diesel,Manual,Mileage23.4 kmpl,Engine1248 CC,Max Power74 bhp,Seats5
12637,Hyundai i20 Sportz 1.4 CRDi,5 Lakh*,New Car (On-Road Price) : Rs.9.26-12.19 Lakh*,2014,Dealer,"50,000 kms",First Owner,Diesel,Manual,Mileage21.9 kmpl,Engine1396 CC,Max Power88.76 bhp,Seats5
12638,Mahindra XUV500 W8 2WD,6 Lakh*,New Car (On-Road Price) : Rs.16.54-23.28 Lakh*,2013,Individual,"50,000 kms",First Owner,Diesel,Manual,Mileage15.1 kmpl,Engine2179 CC,Max Power140 bhp,Seats7
12639,Maruti Wagon R LXI Minor,1.5 Lakh*,New Car (On-Road Price) : Rs.5.11-6.79 Lakh*,2010,Individual,"60,000 kms",First Owner,Petrol,Manual,Mileage18.9 kmpl,Engine1061 CC,Max Power67 bhp,Seats5
12640,Maruti Wagon R LXI CNG,2.1 Lakh*,New Car (On-Road Price) : Rs.5.97-6.04 Lakh*,2011,Dealer,"52,000 kms",First Owner,CNG,Manual,Mileage26.2 km/kg,Engine998 CC,Max Power58.2 bhp,Seats5
12641,Honda City 1.5 V MT,4.95 Lakh*,New Car (On-Road Price) : Rs.12.34-16.27 Lakh*,2013,Dealer,"35,000 kms",First Owner,Petrol,Manual,Mileage17.0 kmpl,Engine1497 CC,Max Power118 bhp,Seats5
12642,Toyota Corolla Altis D-4D G,11.75 Lakh*,,2017,Dealer,"3,60,101 kms",First Owner,Diesel,Manual,Mileage21.43 kmpl,Engine1364 CC,Max Power87.2 bhp,Seats5
12643,Mercedes-Benz C-Class C 200 AVANTGARDE,36.5 Lakh*,New Car (On-Road Price) : Rs.47.62-1.60 Cr*,2018,Dealer,"8,000 kms",First Owner,Petrol,Automatic,Mileage14.74 kmpl,Engine1991 CC,Max Power181.04 bhp,Seats5
12644,Chevrolet Enjoy Petrol LTZ 8 Seater,3.3 Lakh*,,2013,Dealer,"48,000 kms",First Owner,Petrol,Manual,Mileage13.7 kmpl,Engine1399 CC,Max Power98.82 bhp,Seats8
12645,Hyundai Verna 1.6 CRDi SX,7.6 Lakh*,New Car (On-Road Price) : Rs.13.09-18.29 Lakh*,2017,Dealer,"62,000 kms",First Owner,Diesel,Manual,Mileage23.9 kmpl,Engine1582 CC,Max Power126.2 bhp,Seats5
12646,Nissan Kicks XV BSIV,8.8 Lakh*,New Car (On-Road Price) : Rs.10.71-16.29 Lakh*,2019,Trustmark Dealer,"11,687 kms",First Owner,Petrol,Manual,Mileage14.23 kmpl,Engine1498 CC,Max Power104.55 bhp,Seats5
12647,Hyundai i20 Era 1.4 CRDi,3.4 Lakh*,New Car (On-Road Price) : Rs.9.74-13.09 Lakh*,2014,Dealer,"70,000 kms",First Owner,Diesel,Manual,Mileage22.54 kmpl,Engine1396 CC,Max Power88.76 bhp,Seats5
12648,Toyota Fortuner 2016-2021 2.8 2WD MT BSIV,30.9 Lakh*,New Car (On-Road Price) : Rs.39.97-46.24 Lakh*,2019,Dealer,"15,500 kms",First Owner,Diesel,Manual,Mileage14.24 kmpl,Engine2755 CC,Max Power174.5 bhp,Seats7
12649,Hyundai Verna VTVT 1.6 SX,9.4 Lakh*,New Car (On-Road Price) : Rs.10.54-16.52 Lakh*,2018,Dealer,"43,000 kms",First Owner,Petrol,Manual,Mileage17.0 kmpl,Engine1591 CC,Max Power121.3 bhp,Seats5
12650,Chevrolet Spark 1.0 LS,"95,000*",,2009,Dealer,"75,000 kms",First Owner,Petrol,Manual,Mileage18.0 kmpl,Engine995 CC,Max Power62 bhp,Seats5
